people_ID,Infect_Prob
5942,52.67235957077867
18664,52.67235957077867
5603,52.67235957077867
5649,52.67235957077867
5099,52.67235957077867
18749,52.67235957077867
5228,52.67235957077867
5559,52.67235957077867
5220,52.67235957077867
5476,52.67235957077867
5260,52.67235957077867
17638,52.67235957077867
18635,52.67235957077867
18794,62.275191963070974
5263,52.67235957077867
17680,62.91257495206208
18030,52.67235957077867
18090,52.67235957077867
18455,52.67235957077867
18155,52.67235957077867
18116,60.50923473677646
18144,52.67235957077867
5218,61.28658918360566
5386,52.67235957077867
18105,52.67235957077867
5735,52.67235957077867
5900,52.67235957077867
18391,52.67235957077867
5786,52.67235957077867
18639,52.67235957077867
17984,52.67235957077867
18274,52.67235957077867
5425,52.67235957077867
6076,52.67235957077867
18545,52.67235957077867
17697,67.21378674733566
6137,52.67235957077867
6083,52.67235957077867
17730,52.67235957077867
5896,63.172397633180665
18906,52.67235957077867
17808,52.67235957077867
6078,52.67235957077867
5516,52.67235957077867
18093,52.67235957077867
6120,52.67235957077867
18154,52.67235957077867
17935,52.67235957077867
18769,64.2789864161459
18264,52.67235957077867
18076,52.67235957077867
18035,52.67235957077867
18051,52.67235957077867
18676,52.67235957077867
5332,52.67235957077867
5898,55.95831970455764
18370,52.67235957077867
17706,52.67235957077867
5198,52.67235957077867
18360,52.67235957077867
18240,52.67235957077867
18691,52.67235957077867
5768,52.67235957077867
18315,52.67235957077867
18776,52.67235957077867
6225,52.67235957077867
17983,60.15319823888321
17973,52.67235957077867
5805,60.649827613996436
5500,52.67235957077867
5305,52.67235957077867
18243,52.67235957077867
5169,52.67235957077867
5258,52.67235957077867
17810,61.51370603596891
5714,52.67235957077867
6070,52.67235957077867
5959,61.810303891314746
18771,52.67235957077867
17765,52.67235957077867
18822,52.67235957077867
17735,59.80335708760422
17966,52.67235957077867
18861,52.67235957077867
18236,52.67235957077867
18750,66.1240902178859
17809,58.924333802748855
6049,52.67235957077867
18465,52.67235957077867
6201,52.67235957077867
18877,52.67235957077867
5087,52.67235957077867
17742,52.67235957077867
17941,58.836299047846985
18421,52.67235957077867
18489,52.67235957077867
6299,62.45840291020929
18428,52.67235957077867
5563,62.736088008485694
18796,61.82860448622865
5849,52.67235957077867
5661,52.67235957077867
5893,52.67235957077867
5378,65.14079237200508
5622,52.67235957077867
5823,52.67235957077867
18521,52.67235957077867
5502,52.67235957077867
18785,52.67235957077867
17783,52.67235957077867
18424,60.45385479368923
18147,52.67235957077867
18881,56.80040792681882
18851,52.67235957077867
17686,52.67235957077867
5100,52.67235957077867
5213,52.67235957077867
18252,52.67235957077867
5576,52.67235957077867
18050,52.67235957077867
5875,52.67235957077867
6059,52.67235957077867
18599,52.67235957077867
5173,52.67235957077867
5461,52.67235957077867
5151,62.59237803870445
5266,52.67235957077867
5514,64.01889326671123
5224,52.67235957077867
18069,52.67235957077867
5587,52.67235957077867
17874,52.67235957077867
5536,52.67235957077867
5215,52.67235957077867
5400,61.471048065772756
17857,52.67235957077867
6043,61.544485670574616
18330,52.67235957077867
18333,52.67235957077867
17788,52.67235957077867
18332,62.45677660914411
17836,52.67235957077867
5247,52.67235957077867
5922,52.67235957077867
18641,60.51024991553018
5951,61.37480691061689
18807,52.67235957077867
18293,59.79515967752973
18775,52.67235957077867
5601,52.67235957077867
5102,52.67235957077867
18464,52.67235957077867
17713,52.67235957077867
18557,52.67235957077867
18854,52.67235957077867
18401,52.67235957077867
18699,63.92335230729103
5706,62.00621938575186
5747,52.67235957077867
5496,52.67235957077867
18308,52.67235957077867
5345,60.7923186447116
18525,52.67235957077867
18258,58.886616893271174
6062,52.67235957077867
17921,52.67235957077867
5303,52.67235957077867
18592,52.67235957077867
5814,52.67235957077867
18805,52.67235957077867
5910,52.67235957077867
5201,52.67235957077867
5724,62.243016016175766
17693,52.67235957077867
5407,52.67235957077867
18617,52.67235957077867
18173,52.67235957077867
18875,52.67235957077867
5225,52.67235957077867
5858,52.67235957077867
5091,52.67235957077867
5254,52.67235957077867
18801,52.67235957077867
6009,52.67235957077867
18149,52.67235957077867
6105,52.67235957077867
5974,52.67235957077867
17967,60.60678685290591
5781,52.67235957077867
5834,52.67235957077867
17683,52.67235957077867
5338,52.67235957077867
18400,59.3322331906205
18633,52.67235957077867
6162,52.67235957077867
18598,52.67235957077867
5212,52.67235957077867
18731,52.67235957077867
18177,52.67235957077867
5232,52.67235957077867
5753,52.67235957077867
5118,52.67235957077867
18055,60.958888999740374
18151,61.85194415540273
5572,52.67235957077867
18502,52.67235957077867
18178,52.67235957077867
6276,52.67235957077867
5226,63.357933814210966
18411,52.67235957077867
6134,52.67235957077867
5177,52.67235957077867
18031,52.67235957077867
17853,52.67235957077867
