people_ID,Infect_Prob
5942,52.67235957077867
18664,52.67235957077867
5603,52.67235957077867
5649,52.67235957077867
5099,52.67235957077867
18749,52.67235957077867
5228,52.67235957077867
5559,52.67235957077867
5220,52.67235957077867
5476,52.67235957077867
5260,52.67235957077867
17638,52.67235957077867
18635,52.67235957077867
18794,61.97900310623441
5263,52.67235957077867
17680,64.15674459346496
18030,52.67235957077867
18090,52.67235957077867
18455,52.67235957077867
18155,52.67235957077867
18116,60.49787315670657
18144,52.67235957077867
5218,61.65809716679866
5386,52.67235957077867
18105,52.67235957077867
5735,52.67235957077867
5900,52.67235957077867
18391,52.67235957077867
5786,52.67235957077867
18639,52.67235957077867
17984,52.67235957077867
18274,52.67235957077867
5425,52.67235957077867
6076,52.67235957077867
18545,52.67235957077867
17697,66.0653485301368
6137,52.67235957077867
6083,52.67235957077867
17730,52.67235957077867
5896,62.30447225232964
18906,52.67235957077867
17808,52.67235957077867
6078,52.67235957077867
5516,52.67235957077867
18093,52.67235957077867
6120,52.67235957077867
18154,52.67235957077867
17935,52.67235957077867
18769,65.18345070250136
18264,52.67235957077867
18076,52.67235957077867
18035,52.67235957077867
18051,52.67235957077867
18676,52.67235957077867
5332,52.67235957077867
5898,56.931017353027976
18370,52.67235957077867
17706,52.67235957077867
5198,52.67235957077867
18360,52.67235957077867
18240,52.67235957077867
18691,52.67235957077867
5768,52.67235957077867
18315,52.67235957077867
18776,52.67235957077867
6225,52.67235957077867
17983,60.63113760003403
17973,52.67235957077867
5805,60.94295750329955
5500,52.67235957077867
5305,52.67235957077867
18243,52.67235957077867
5169,52.67235957077867
5258,52.67235957077867
17810,61.933168088893
5714,52.67235957077867
6070,52.67235957077867
5959,61.218315151197
18771,52.67235957077867
17765,52.67235957077867
18822,52.67235957077867
17735,60.64653978974576
17966,52.67235957077867
18861,52.67235957077867
18236,52.67235957077867
18750,65.02223436096347
17809,59.32919980922977
6049,52.67235957077867
18465,52.67235957077867
6201,52.67235957077867
18877,52.67235957077867
5087,52.67235957077867
17742,52.67235957077867
17941,59.381385574350276
18421,52.67235957077867
18489,52.67235957077867
6299,62.46498184297332
18428,52.67235957077867
5563,62.81924030843833
18796,61.91839335100747
5849,52.67235957077867
5661,52.67235957077867
5893,52.67235957077867
5378,65.21594603371443
5622,52.67235957077867
5823,52.67235957077867
18521,52.67235957077867
5502,52.67235957077867
18785,52.67235957077867
17783,52.67235957077867
18424,60.71870739048453
18147,52.67235957077867
18881,57.70325760828829
18851,52.67235957077867
17686,52.67235957077867
5100,52.67235957077867
5213,52.67235957077867
18252,52.67235957077867
5576,52.67235957077867
18050,52.67235957077867
5875,52.67235957077867
6059,52.67235957077867
18599,52.67235957077867
5173,52.67235957077867
5461,52.67235957077867
5151,64.34472626593289
5266,52.67235957077867
5514,62.787185316887225
5224,52.67235957077867
18069,52.67235957077867
5587,52.67235957077867
17874,52.67235957077867
5536,52.67235957077867
5215,52.67235957077867
5400,61.889933422503766
17857,52.67235957077867
6043,61.158461990362866
18330,52.67235957077867
18333,52.67235957077867
17788,52.67235957077867
18332,61.56608833313785
17836,52.67235957077867
5247,52.67235957077867
5922,52.67235957077867
18641,60.17543647164953
5951,61.64310158152174
18807,52.67235957077867
18293,59.99944095267717
18775,52.67235957077867
5601,52.67235957077867
5102,52.67235957077867
18464,52.67235957077867
17713,52.67235957077867
18557,52.67235957077867
18854,52.67235957077867
18401,52.67235957077867
18699,63.62225214718463
5706,61.99754670541804
5747,52.67235957077867
5496,52.67235957077867
18308,52.67235957077867
5345,61.31663378372983
18525,52.67235957077867
18258,58.377468296510344
6062,52.67235957077867
17921,52.67235957077867
5303,52.67235957077867
18592,52.67235957077867
5814,52.67235957077867
18805,52.67235957077867
5910,52.67235957077867
5201,52.67235957077867
5724,62.69379957889505
17693,52.67235957077867
5407,52.67235957077867
18617,52.67235957077867
18173,52.67235957077867
18875,52.67235957077867
5225,52.67235957077867
5858,52.67235957077867
5091,52.67235957077867
5254,52.67235957077867
18801,52.67235957077867
6009,52.67235957077867
18149,52.67235957077867
6105,52.67235957077867
5974,52.67235957077867
17967,60.861143343166624
5781,52.67235957077867
5834,52.67235957077867
17683,52.67235957077867
5338,52.67235957077867
18400,59.74525682001761
18633,52.67235957077867
6162,52.67235957077867
18598,52.67235957077867
5212,52.67235957077867
18731,52.67235957077867
18177,52.67235957077867
5232,52.67235957077867
5753,52.67235957077867
5118,52.67235957077867
18055,61.018039768520744
18151,61.434485685561775
5572,52.67235957077867
18502,52.67235957077867
18178,52.67235957077867
6276,52.67235957077867
5226,61.909768148757095
18411,52.67235957077867
6134,52.67235957077867
5177,52.67235957077867
18031,52.67235957077867
17853,52.67235957077867
